date,country,event,impact,actual,forecast,previous
2024/09/27 03:55:00,EUR,German Unemployment Change (Sep),Moderate Volatility Expected,17K,13K,4K
2024/09/27 03:55:00,EUR,German Unemployment Rate (Sep),Moderate Volatility Expected,6.0%,6.0%,6.0%
2024/09/27 03:55:00,EUR,German Unemployment (Sep),Low Volatility Expected,2.823M,,2.801M
2024/09/27 03:55:00,EUR,German Unemployment n.s.a. (Sep),Low Volatility Expected,2.806M,,2.872M
2024/09/27 04:00:00,EUR,Italian Industrial Sales (YoY) (Jul),Low Volatility Expected,-4.70%,,-4.40%
2024/09/27 04:00:00,EUR,Italian Industrial Sales (MoM) (Jul),Low Volatility Expected,-0.40%,,-0.40%
2024/09/27 04:15:00,EUR,ECB's Lane Speaks,Moderate Volatility Expected,,,
2024/09/27 05:00:00,EUR,Italian PPI (YoY) (Aug),Low Volatility Expected,-0.8%,,-1.1%
2024/09/27 05:00:00,EUR,Italian PPI (MoM) (Aug),Low Volatility Expected,0.7%,,1.3%
2024/09/27 05:00:00,EUR,Business and Consumer Survey (Sep),Low Volatility Expected,96.2,96.5,96.5
2024/09/27 05:00:00,EUR,Business Climate (Sep),Low Volatility Expected,-0.76,,-0.62
2024/09/27 05:00:00,EUR,Consumer Confidence (Sep),Low Volatility Expected,-12.9,-12.9,-12.9
2024/09/27 05:00:00,EUR,Consumer Inflation Expectation (Sep),Low Volatility Expected,10.9,,11.3
2024/09/27 05:00:00,EUR,Selling Price Expectations (Sep),Low Volatility Expected,6.2,,6.2
2024/09/27 05:00:00,EUR,Services Sentiment (Sep),Low Volatility Expected,6.7,5.6,6.4
2024/09/27 05:00:00,EUR,Industrial Sentiment (Sep),Low Volatility Expected,-10.9,-9.8,-9.9
2024/09/27 05:50:00,EUR,Italian 10-Year BTP Auction,Moderate Volatility Expected,3.43%,,3.68%
2024/09/27 05:50:00,EUR,Italian 5-Year BTP Auction,Low Volatility Expected,2.76%,,3.08%
2024/09/27 06:00:00,GBP,CBI Distributive Trades Survey (Sep),Low Volatility Expected,4,-17,-27
2024/09/27 07:00:00,EUR,Spanish Business Confidence (Sep),Low Volatility Expected,-0.7,,-3.5
2024/09/27 07:00:00,BRL,IGP-M Inflation Index (MoM) (Sep),Low Volatility Expected,0.62%,0.47%,0.29%
2024/09/27 07:15:00,EUR,German Buba President Nagel Speaks,Moderate Volatility Expected,,,
2024/09/27 07:30:00,INR,"FX Reserves, USD",Low Volatility Expected,692.30B,,689.46B
2024/09/27 07:30:00,BRL,Bank lending (MoM) (Aug),Low Volatility Expected,0.9%,,0.4%
2024/09/27 08:00:00,BRL,Unemployment Rate (Aug),Moderate Volatility Expected,6.6%,6.7%,6.8%
2024/09/27 08:30:00,USD,Core PCE Price Index (MoM) (Aug),High Volatility Expected,0.1%,0.2%,0.2%
2024/09/27 08:30:00,USD,Core PCE Price Index (YoY) (Aug),High Volatility Expected,2.7%,2.7%,2.6%
2024/09/27 08:30:00,USD,Goods Trade Balance (Aug),Moderate Volatility Expected,-94.26B,-100.60B,-102.84B
2024/09/27 08:30:00,USD,PCE Price index (YoY) (Aug),Moderate Volatility Expected,2.2%,2.3%,2.5%
2024/09/27 08:30:00,USD,PCE price index (MoM) (Aug),Moderate Volatility Expected,0.1%,0.2%,0.2%
2024/09/27 08:30:00,USD,Personal Income (MoM) (Aug),Low Volatility Expected,0.2%,0.4%,0.3%
2024/09/27 08:30:00,USD,Personal Spending (MoM) (Aug),Moderate Volatility Expected,0.2%,0.3%,0.5%
2024/09/27 08:30:00,USD,Real Personal Consumption (MoM) (Aug),Low Volatility Expected,0.1%,,0.4%
2024/09/27 08:30:00,USD,Retail Inventories Ex Auto (Aug),Moderate Volatility Expected,0.4%,,0.5%
2024/09/27 08:30:00,USD,Wholesale Inventories (MoM) (Aug),Low Volatility Expected,0.2%,0.2%,0.3%
2024/09/27 08:30:00,CAD,GDP (MoM) (Jul),Moderate Volatility Expected,0.2%,0.0%,0.0%
2024/09/27 08:31:00,CAD,GDP (MoM) (Aug),Moderate Volatility Expected,0.0%,,0.2%
2024/09/27 09:00:00,BRL,CAGED Net Payroll Jobs (Aug),Low Volatility Expected,232.51K,230.00K,188.02K
2024/09/27 10:00:00,USD,Michigan 1-Year Inflation Expectations (Sep),Moderate Volatility Expected,2.7%,2.7%,2.7%
2024/09/27 10:00:00,USD,Michigan 5-Year Inflation Expectations (Sep),Moderate Volatility Expected,3.1%,3.1%,3.1%
2024/09/27 10:00:00,USD,Michigan Consumer Expectations (Sep),Moderate Volatility Expected,74.4,73.0,73.0
2024/09/27 10:00:00,USD,Michigan Consumer Sentiment (Sep),Moderate Volatility Expected,70.1,69.0,69.0
2024/09/27 10:00:00,USD,Michigan Current Conditions (Sep),Low Volatility Expected,63.3,62.9,62.9
2024/09/27 10:15:00,USD,Atlanta Fed GDPNow (Q3),Moderate Volatility Expected,3.1%,2.9%,2.9%
2024/09/27 11:00:00,CAD,Budget Balance (Jul),Low Volatility Expected,-4.40B,,0.94B
2024/09/27 11:00:00,CAD,Budget Balance (YoY) (Jul),Low Volatility Expected,-7.30B,,-2.88B
2024/09/27 13:00:00,USD,U.S. Baker Hughes Oil Rig Count,Moderate Volatility Expected,484,,488
2024/09/27 13:00:00,USD,U.S. Baker Hughes Total Rig Count,Moderate Volatility Expected,587,,588
2024/09/27 13:15:00,USD,FOMC Member Bowman Speaks,Moderate Volatility Expected,,,
2024/09/27 15:30:00,GBP,CFTC GBP speculative net positions,Moderate Volatility Expected,87.0K,,63.0K
2024/09/27 15:30:00,USD,CFTC Aluminium speculative net positions,Low Volatility Expected,3.9K,,3.2K
2024/09/27 15:30:00,USD,CFTC Copper speculative net positions,Low Volatility Expected,33.1K,,19.7K
2024/09/27 15:30:00,USD,CFTC Corn speculative net positions,Low Volatility Expected,-64.2K,,-66.3K
2024/09/27 15:30:00,USD,CFTC Crude Oil speculative net positions,Moderate Volatility Expected,158.6K,,145.3K
2024/09/27 15:30:00,USD,CFTC Gold speculative net positions,Moderate Volatility Expected,315.4K,,310.1K
2024/09/27 15:30:00,USD,CFTC Nasdaq 100 speculative net positions,Moderate Volatility Expected,16.0K,,19.2K
2024/09/27 15:30:00,USD,CFTC Natural Gas speculative net positions,Low Volatility Expected,-91.5K,,-89.6K
2024/09/27 15:30:00,USD,CFTC S&P 500 speculative net positions,Moderate Volatility Expected,-35.8K,,-122.9K
2024/09/27 15:30:00,USD,CFTC Silver speculative net positions,Low Volatility Expected,62.2K,,58.3K
2024/09/27 15:30:00,USD,CFTC Soybeans speculative net positions,Low Volatility Expected,-93.4K,,-134.6K
2024/09/27 15:30:00,USD,CFTC Wheat speculative net positions,Low Volatility Expected,-12.1K,,-14.2K
2024/09/27 15:30:00,CAD,CFTC CAD speculative net positions,Low Volatility Expected,-65.6K,,-73.2K
2024/09/27 15:30:00,CHF,CFTC CHF speculative net positions,Low Volatility Expected,-19.3K,,-17.1K
2024/09/27 15:30:00,AUD,CFTC AUD speculative net positions,Moderate Volatility Expected,-11.2K,,-40.1K
2024/09/27 15:30:00,BRL,CFTC BRL speculative net positions,Moderate Volatility Expected,-37.3K,,-32.3K
2024/09/27 15:30:00,JPY,CFTC JPY speculative net positions,Moderate Volatility Expected,66.0K,,56.8K
2024/09/27 15:30:00,NZD,CFTC NZD speculative net positions,Low Volatility Expected,-1.5K,,-1.9K
2024/09/27 15:30:00,EUR,CFTC EUR speculative net positions,Moderate Volatility Expected,71.7K,,69.6K
2024/09/27 16:30:00,RUB,CFTC RUB speculative positions,Moderate Volatility Expected,,,-26.2K
2024/09/29 19:00:00,KRW,Industrial Production (YoY) (Aug),Low Volatility Expected,3.8%,,5.2%
2024/09/29 19:00:00,KRW,Industrial Production (MoM) (Aug),Low Volatility Expected,4.1%,,-3.9%
2024/09/29 19:00:00,KRW,Retail Sales (MoM) (Aug),Low Volatility Expected,1.7%,,-2.0%
2024/09/29 19:00:00,KRW,Service Sector Output (MoM) (Aug),Low Volatility Expected,0.2%,,0.3%
2024/09/29 19:50:00,JPY,Industrial Production (MoM) (Aug),Moderate Volatility Expected,-3.3%,-0.5%,3.1%
2024/09/29 19:50:00,JPY,Industrial Production forecast 1m ahead (MoM) (Sep),Low Volatility Expected,2.0%,,2.2%
2024/09/29 19:50:00,JPY,Industrial Production forecast 2m ahead (MoM) (Oct),Low Volatility Expected,6.1%,,-3.3%
2024/09/29 19:50:00,JPY,Large Retailers' Sales (MoM) (Aug),Low Volatility Expected,0.8%,,0.2%
2024/09/29 19:50:00,JPY,Large Scale Retail Sales YoY (YoY) (Aug),Low Volatility Expected,5.0%,,1.0%
2024/09/29 19:50:00,JPY,Retail Sales (YoY) (Aug),Low Volatility Expected,2.8%,2.6%,2.7%
2024/09/29 20:00:00,NZD,ANZ Business Confidence (Sep),Low Volatility Expected,60.9,,50.6
2024/09/29 20:00:00,NZD,NBNZ Own Activity (Sep),Low Volatility Expected,45.3%,,37.1%
2024/09/29 21:30:00,AUD,Housing Credit (Aug),Low Volatility Expected,0.4%,,0.5%
2024/09/29 21:30:00,AUD,Private Sector Credit (MoM) (Aug),Low Volatility Expected,0.5%,0.5%,0.5%
2024/09/29 21:30:00,CNY,Chinese Composite PMI (Sep),Moderate Volatility Expected,50.4,,50.1
2024/09/29 21:30:00,CNY,Manufacturing PMI (Sep),High Volatility Expected,49.8,49.4,49.1
2024/09/29 21:30:00,CNY,Non-Manufacturing PMI (Sep),Moderate Volatility Expected,50.0,50.4,50.3
2024/09/29 22:00:00,SGD,Bank Lending (Aug),Low Volatility Expected,800.0B,,801.2B
2024/09/29 22:00:00,NZD,M3 Money Supply (Aug),Low Volatility Expected,415.0B,,416.1B
2024/09/29 23:35:00,JPY,2-Year JGB Auction,Low Volatility Expected,0.392%,,0.385%
2024/09/30 01:00:00,JPY,Construction Orders (YoY) (Aug),Low Volatility Expected,8.7%,,62.8%
2024/09/30 01:00:00,JPY,Housing Starts (YoY) (Aug),Low Volatility Expected,-5.1%,-3.3%,-0.2%
2024/09/30 02:00:00,GBP,Business Investment (QoQ) (Q2),Moderate Volatility Expected,1.4%,-0.1%,0.6%
2024/09/30 02:00:00,GBP,Business Investment (YoY) (Q2),Low Volatility Expected,0.2%,-1.1%,-1.8%
2024/09/30 02:00:00,GBP,Current Account (Q2),Moderate Volatility Expected,-28.4B,-32.5B,-13.8B
2024/09/30 02:00:00,GBP,GDP (YoY) (Q2),High Volatility Expected,0.7%,0.9%,0.3%
2024/09/30 02:00:00,GBP,GDP (QoQ) (Q2),High Volatility Expected,0.5%,0.6%,0.7%
2024/09/30 02:00:00,GBP,Nationwide HPI (YoY) (Sep),Moderate Volatility Expected,3.2%,,2.4%
2024/09/30 02:00:00,GBP,Nationwide HPI (MoM) (Sep),Moderate Volatility Expected,0.7%,0.3%,-0.2%
2024/09/30 02:00:00,EUR,German Import Price Index (MoM) (Aug),Low Volatility Expected,-0.4%,-0.4%,-0.4%
2024/09/30 02:00:00,EUR,German Import Price Index (YoY) (Aug),Low Volatility Expected,0.2%,,0.9%
2024/09/30 02:00:00,ZAR,M3 Money Supply (YoY) (Aug),Low Volatility Expected,6.11%,,5.88%
2024/09/30 02:00:00,ZAR,Private Sector Credit (Aug),Low Volatility Expected,4.95%,,3.50%
2024/09/30 03:00:00,CHF,KOF Leading Indicators (Sep),Moderate Volatility Expected,105.5,101.0,105.0
2024/09/30 03:00:00,CHF,Official Reserves Assets (Aug),Low Volatility Expected,777.8B,,787.6B
2024/09/30 04:00:00,EUR,Italian Trade Balance Non-EU (Aug),Low Volatility Expected,2.69B,,6.04B
2024/09/30 04:00:00,EUR,Baden Wuerttemberg CPI (MoM) (Sep),Low Volatility Expected,0.1%,,-0.3%
2024/09/30 04:00:00,EUR,Baden Wuerttemberg CPI (YoY) (Sep),Low Volatility Expected,1.4%,,1.5%
2024/09/30 04:00:00,EUR,Bavaria CPI (YoY) (Sep),Low Volatility Expected,1.9%,,2.1%
2024/09/30 04:00:00,EUR,Bavaria CPI (MoM) (Sep),Low Volatility Expected,0.1%,,-0.1%
2024/09/30 04:00:00,EUR,Brandenburg CPI (MoM) (Sep),Low Volatility Expected,0.0%,,-0.2%
2024/09/30 04:00:00,EUR,Brandenburg CPI (YoY) (Sep),Low Volatility Expected,1.4%,,1.7%
2024/09/30 04:00:00,EUR,Hesse CPI (MoM) (Sep),Low Volatility Expected,0.0%,,-0.1%
2024/09/30 04:00:00,EUR,Hesse CPI (YoY) (Sep),Low Volatility Expected,1.2%,,1.5%
2024/09/30 04:00:00,EUR,North Rhine Westphalia CPI (YoY) (Sep),Low Volatility Expected,1.5%,,1.7%
2024/09/30 04:00:00,EUR,North Rhine Westphalia CPI (MoM) (Sep),Low Volatility Expected,0.0%,,-0.3%
2024/09/30 04:00:00,EUR,Saxony CPI (YoY) (Sep),Low Volatility Expected,2.4%,,2.6%
2024/09/30 04:00:00,EUR,Saxony CPI (MoM) (Sep),Low Volatility Expected,0.2%,,-0.2%
2024/09/30 04:00:00,EUR,Spanish Current account (Jul),Low Volatility Expected,5.79B,,5.02B
2024/09/30 04:30:00,GBP,BoE Consumer Credit (Aug),Low Volatility Expected,1.295B,,1.231B
2024/09/30 04:30:00,GBP,M3 Money Supply (Aug),Low Volatility Expected,"3,062.8B",,"3,066.1B"
2024/09/30 04:30:00,GBP,M4 Money Supply (MoM) (Aug),Low Volatility Expected,-0.1%,0.2%,0.3%
2024/09/30 04:30:00,GBP,Mortgage Approvals (Aug),Low Volatility Expected,64.86K,64.00K,62.50K
2024/09/30 04:30:00,GBP,Mortgage Lending (Aug),Low Volatility Expected,2.86B,,2.80B
2024/09/30 04:30:00,GBP,Net Lending to Individuals (Aug),Low Volatility Expected,4.156B,4.100B,4.027B
2024/09/30 04:30:00,HKD,M3 Money Supply (Aug),Low Volatility Expected,1.9%,,2.0%
2024/09/30 05:00:00,EUR,Italian CPI (YoY) (Sep),Low Volatility Expected,0.7%,0.8%,1.1%
2024/09/30 05:00:00,EUR,Italian CPI (MoM) (Sep),Low Volatility Expected,-0.2%,-0.2%,0.2%
2024/09/30 05:00:00,EUR,Italian HICP (YoY) (Sep),Low Volatility Expected,0.8%,,1.2%
2024/09/30 05:00:00,EUR,Italian HICP (MoM) (Sep),Low Volatility Expected,1.2%,,-0.2%
2024/09/30 06:00:00,INR,Federal Fiscal Deficit (Aug),Low Volatility Expected,"4,351.76B",,"2,769.45B"
2024/09/30 07:00:00,BRL,Long Term Interest Rate TJLP (Q4),Low Volatility Expected,7.43%,,6.91%
2024/09/30 07:15:00,ZAR,Budget Balance (MoM) (Aug),Low Volatility Expected,-19.40B,,-79.95B
2024/09/30 07:25:00,BRL,BCB Focus Market Readout,Low Volatility Expected,,,
2024/09/30 07:30:00,INR,Balance of Payments (USD) (Q2),Low Volatility Expected,5.200B,,30.800B
2024/09/30 07:30:00,INR,Current Account % of GDP (QoQ) (Q2),Low Volatility Expected,-1.10%,,0.60%
2024/09/30 07:30:00,INR,Current Account (USD) (Q2),Low Volatility Expected,-9.70B,,4.60B
2024/09/30 07:30:00,INR,Infrastructure Output (YoY) (Aug),Low Volatility Expected,-1.8%,,6.1%
2024/09/30 07:30:00,INR,Trade Balance (USD) (Q2),Low Volatility Expected,-65.100B,,-50.900B
2024/09/30 07:30:00,INR,RBI Monetary and Credit Information Review,Low Volatility Expected,,,
2024/09/30 07:30:00,BRL,Net Debt-to-GDP ratio (Aug),Low Volatility Expected,62.0%,,61.9%
2024/09/30 07:30:00,BRL,Budget Balance (Aug),Low Volatility Expected,-90.381B,,-101.472B
2024/09/30 07:30:00,BRL,Budget Surplus (Aug),Low Volatility Expected,-21.425B,,-21.348B
2024/09/30 07:30:00,BRL,Gross Debt-to-GDP ratio (MoM) (Aug),Moderate Volatility Expected,78.5%,,78.5%
2024/09/30 08:00:00,INR,Foreign Debt (USD) (Q2),Low Volatility Expected,682.3B,,663.8B
2024/09/30 08:00:00,EUR,German CPI (YoY) (Sep),Moderate Volatility Expected,1.6%,1.7%,1.9%
2024/09/30 08:00:00,EUR,German CPI (MoM) (Sep),High Volatility Expected,0.0%,0.1%,-0.1%
2024/09/30 08:00:00,EUR,German HICP (MoM) (Sep),Low Volatility Expected,-0.1%,,-0.2%
2024/09/30 08:00:00,EUR,German HICP (YoY) (Sep),Low Volatility Expected,1.8%,1.9%,2.0%
2024/09/30 08:00:00,ZAR,Trade Balance (Aug),Low Volatility Expected,5.63B,,17.07B
2024/09/30 08:50:00,USD,FOMC Member Bowman Speaks,Moderate Volatility Expected,,,
2024/09/30 09:00:00,EUR,French 12-Month BTF Auction,Low Volatility Expected,2.714%,,2.789%
2024/09/30 09:00:00,EUR,French 3-Month BTF Auction,Low Volatility Expected,3.250%,,3.367%
2024/09/30 09:00:00,EUR,French 6-Month BTF Auction,Low Volatility Expected,3.028%,,3.116%
2024/09/30 09:00:00,EUR,ECB President Lagarde Speaks,Moderate Volatility Expected,,,
2024/09/30 09:45:00,USD,Chicago PMI (Sep),High Volatility Expected,46.6,46.1,46.1
2024/09/30 10:30:00,USD,Dallas Fed Mfg Business Index (Sep),Low Volatility Expected,-9.0,-4.5,-9.7
2024/09/30 11:00:00,USD,OPEC Crude Oil Production Algeria (Barrel),Low Volatility Expected,0.90M,,0.91M
2024/09/30 11:00:00,USD,OPEC Crude Oil Production Congo (Barrel),Low Volatility Expected,0.26M,,0.27M
2024/09/30 11:00:00,USD,OPEC Crude Oil Production Gabon (Barrel),Low Volatility Expected,0.22M,,0.22M
2024/09/30 11:00:00,USD,OPEC Crude Oil Production Guinea (Barrel),Low Volatility Expected,0.06M,,0.06M
2024/09/30 11:00:00,USD,OPEC Crude oil Production Iran (Barrel),Low Volatility Expected,3.30M,,3.28M
2024/09/30 11:00:00,USD,OPEC Crude oil Production Iraq (Barrel),Low Volatility Expected,4.10M,,4.23M
2024/09/30 11:00:00,USD,OPEC Crude Oil Production Kuwait (Barrel),Low Volatility Expected,2.41M,,2.41M
2024/09/30 11:00:00,USD,OPEC Crude Oil Production Libya (Barrel),Low Volatility Expected,0.65M,,0.96M
2024/09/30 11:00:00,USD,OPEC Crude Oil Production Nigeria (Barrel),Low Volatility Expected,1.50M,,1.45M
2024/09/30 11:00:00,USD,OPEC Crude oil Production Saudi Arabia (Barrel),Low Volatility Expected,8.98M,,8.98M
2024/09/30 11:00:00,USD,OPEC Crude oil Production UAE (Barrel),Low Volatility Expected,2.93M,,2.96M
2024/09/30 11:00:00,USD,OPEC Crude oil Production Venezuela (Barrel),Low Volatility Expected,0.82M,,0.87M
2024/09/30 11:30:00,USD,3-Month Bill Auction,Low Volatility Expected,4.500%,,4.540%
2024/09/30 11:30:00,USD,6-Month Bill Auction,Low Volatility Expected,4.215%,,4.270%
2024/09/30 13:55:00,USD,Fed Chair Powell Speaks,High Volatility Expected,,,
2024/09/30 17:00:00,NZD,NZIER Business Confidence (Q3),Moderate Volatility Expected,-1%,,-44%
2024/09/30 17:00:00,NZD,NZIER QSBO Capacity Utilization (Q3),Low Volatility Expected,89.1%,,88.7%
2024/09/30 17:45:00,NZD,Building Consents (MoM) (Aug),Low Volatility Expected,-5.3%,,26.4%
2024/09/30 19:01:00,GBP,BRC Shop Price Index (YoY),Low Volatility Expected,-0.6%,-0.3%,-0.3%
2024/09/30 19:30:00,JPY,Jobs/applications ratio (Aug),Low Volatility Expected,1.23,1.24,1.24
2024/09/30 19:30:00,JPY,Unemployment Rate (Aug),Low Volatility Expected,2.5%,2.6%,2.7%
2024/09/30 19:50:00,JPY,BoJ Summary of Opinions,Low Volatility Expected,,,
2024/09/30 19:50:00,JPY,Tankan All Big Industry CAPEX (Q3),Moderate Volatility Expected,10.6%,11.9%,11.1%
2024/09/30 19:50:00,JPY,Tankan All Small Industry CAPEX (Q3),Low Volatility Expected,2.6%,,-0.8%
2024/09/30 19:50:00,JPY,Tankan Big Manufacturing Outlook Index (Q3),Moderate Volatility Expected,14,,14
2024/09/30 19:50:00,JPY,Tankan Large Manufacturers Index (Q3),Moderate Volatility Expected,13,12,13
2024/09/30 19:50:00,JPY,Tankan Large Non-Manufacturers Diffusion Index (Q3),Low Volatility Expected,28,30,27
2024/09/30 19:50:00,JPY,Tankan Large Non-Manufacturers Index (Q3),Moderate Volatility Expected,34,32,33
2024/09/30 19:50:00,JPY,Tankan Small Manufacturers Diffusion Index (Q3),Low Volatility Expected,0,,0
2024/09/30 19:50:00,JPY,Tankan Small Manufacturing Index (Q3),Low Volatility Expected,0,,-1
2024/09/30 19:50:00,JPY,Tankan Small Non-Manufacturers Diffusion Index (Q3),Low Volatility Expected,11,,8
2024/09/30 19:50:00,JPY,Tankan Small Non-Manufacturing Index (Q3),Low Volatility Expected,14,,12
2024/09/30 20:00:00,KRW,Exports (YoY) (Sep),Low Volatility Expected,7.5%,,11.2%
2024/09/30 20:00:00,KRW,Imports (YoY) (Sep),Low Volatility Expected,2.2%,,6.0%
2024/09/30 20:00:00,KRW,Trade Balance (Sep),Low Volatility Expected,6.66B,,3.77B
2024/09/30 20:30:00,SGD,URA Property Index (QoQ) (Q3),Low Volatility Expected,-1.10%,,0.90%
2024/09/30 21:30:00,AUD,Building Approvals (YoY) (Aug),Low Volatility Expected,7.90%,,25.20%
2024/09/30 21:30:00,AUD,Building Approvals (MoM) (Aug),Moderate Volatility Expected,-6.1%,-4.3%,11.0%
2024/09/30 21:30:00,AUD,Private House Approvals (Aug),Low Volatility Expected,0.5%,,0.9%
2024/09/30 21:30:00,AUD,Retail Sales (MoM) (Aug),Moderate Volatility Expected,0.7%,0.4%,0.1%
2024/10/01 02:30:00,CHF,Retail Sales (YoY) (Aug),Low Volatility Expected,3.2%,2.6%,2.9%
2024/10/01 02:30:00,AUD,Commodity Prices (YoY) (Sep),Low Volatility Expected,-10.1%,,-6.0%
2024/10/01 03:00:00,EUR,ECB's De Guindos Speaks,Moderate Volatility Expected,,,
2024/10/01 03:15:00,EUR,German Buba President Nagel Speaks,Moderate Volatility Expected,,,
2024/10/01 03:30:00,CHF,procure.ch Manufacturing PMI (Sep),Moderate Volatility Expected,49.9,47.9,49.0
2024/10/01 05:00:00,EUR,Core CPI (MoM) (Sep),Low Volatility Expected,0.1%,,0.3%
2024/10/01 05:00:00,EUR,Core CPI (YoY) (Sep),Moderate Volatility Expected,2.7%,2.7%,2.8%
2024/10/01 05:00:00,EUR,CPI (MoM) (Sep),Moderate Volatility Expected,-0.1%,,0.1%
2024/10/01 05:00:00,EUR,CPI (YoY) (Sep),High Volatility Expected,1.8%,1.8%,2.2%
2024/10/01 05:00:00,EUR,"CPI, n.s.a (Sep)",Low Volatility Expected,126.63,,126.72
2024/10/01 05:00:00,EUR,HICP ex Energy & Food (YoY) (Sep),Low Volatility Expected,2.7%,,2.8%
2024/10/01 05:00:00,EUR,HICP ex Energy and Food (MoM) (Sep),Low Volatility Expected,0.1%,,0.3%
2024/10/01 05:00:00,ZAR,Manufacturing PMI (Sep),Low Volatility Expected,52.8,,43.6
2024/10/01 05:10:00,GBP,20-Year Treasury Gilt Auction,Low Volatility Expected,4.421%,,4.372%
2024/10/01 05:20:00,EUR,Spanish 12-Month Letras Auction,Low Volatility Expected,2.579%,,2.954%
2024/10/01 05:20:00,EUR,Spanish 6-Month Letras Auction,Low Volatility Expected,2.869%,,3.238%
2024/10/01 05:50:00,EUR,German 5-Year Bobl Auction,Low Volatility Expected,1.900%,,2.170%
2024/10/01 06:00:00,EUR,Car Registration (YoY) (Sep),Low Volatility Expected,6.30%,,-6.50%
2024/10/01 06:00:00,EUR,Car Registration (MoM) (Sep),Low Volatility Expected,39.80%,,-37.70%
2024/10/01 08:00:00,ZAR,Total Vehicle Sales (Sep),Low Volatility Expected,44.08K,,43.68K
2024/10/01 08:00:00,ZAR,Total Vehicle Sales (YoY) (Sep),Low Volatility Expected,-4.10%,,-4.90%
2024/10/01 08:55:00,USD,Redbook (YoY),Low Volatility Expected,5.3%,,4.4%
2024/10/01 10:00:00,GBP,BoE MPC Member Pill Speaks,Moderate Volatility Expected,,,
2024/10/01 10:00:00,USD,Construction Spending (MoM) (Aug),Moderate Volatility Expected,-0.1%,0.2%,-0.5%
2024/10/01 10:00:00,USD,ISM Manufacturing Employment (Sep),Moderate Volatility Expected,43.9,47.0,46.0
2024/10/01 10:00:00,USD,ISM Manufacturing New Orders Index (Sep),Low Volatility Expected,46.1,45.0,44.6
2024/10/01 10:00:00,USD,ISM Manufacturing PMI (Sep),High Volatility Expected,47.2,47.6,47.2
2024/10/01 10:00:00,USD,ISM Manufacturing Prices (Sep),High Volatility Expected,48.3,53.5,54.0
2024/10/01 10:00:00,USD,JOLTS Job Openings (Aug),High Volatility Expected,8.040M,7.640M,7.711M
2024/10/01 10:30:00,USD,Dallas Fed Services Revenues (Sep),Low Volatility Expected,10.1,,8.7
2024/10/01 10:30:00,USD,Texas Services Sector Outlook (Sep),Low Volatility Expected,-2.6,,-7.7
2024/10/01 11:00:00,USD,FOMC Member Bostic Speaks,Moderate Volatility Expected,,,
2024/10/01 11:10:00,USD,Fed Governor Cook Speaks,Low Volatility Expected,,,
2024/10/01 11:15:00,CHF,SNB Vice Chairman Schlegel Speaks,Low Volatility Expected,,,
2024/10/01 11:30:00,USD,52-Week Bill Auction,Low Volatility Expected,3.780%,,4.150%
2024/10/01 11:30:00,EUR,ECB's Schnabel Speaks,Moderate Volatility Expected,,,
2024/10/01 11:45:00,NZD,GlobalDairyTrade Price Index,Low Volatility Expected,1.2%,,0.8%
2024/10/01 11:45:00,USD,Milk Auctions,Low Volatility Expected,"3,851.0",,"3,883.0"
2024/10/01 12:00:00,USD,Atlanta Fed GDPNow (Q3),Moderate Volatility Expected,2.5%,3.1%,3.1%
2024/10/01 13:30:00,EUR,Italian Car Registration (YoY) (Sep),Low Volatility Expected,-10.7%,,-13.4%
2024/10/01 16:30:00,USD,API Weekly Crude Oil Stock,Moderate Volatility Expected,-1.458M,-2.100M,-4.339M
2024/10/01 18:15:00,USD,Fed Collins Speaks,Low Volatility Expected,,,
2024/10/01 18:15:00,USD,FOMC Member Barkin Speaks,Low Volatility Expected,,,
2024/10/01 18:15:00,USD,FOMC Member Bostic Speaks,Moderate Volatility Expected,,,
2024/10/01 19:00:00,KRW,CPI (MoM) (Sep),Low Volatility Expected,0.1%,,0.4%
2024/10/01 19:00:00,KRW,CPI (YoY) (Sep),Low Volatility Expected,1.6%,,2.0%
2024/10/01 19:00:00,AUD,AIG Construction Index (Sep),Low Volatility Expected,-19.8,,-38.1
2024/10/01 19:00:00,AUD,AIG Manufacturing Index (Sep),Low Volatility Expected,-33.6,,-30.8
2024/10/01 19:50:00,JPY,Monetary Base (YoY) (Sep),Low Volatility Expected,-0.1%,0.8%,0.6%
2024/10/01 20:30:00,KRW,S&P Global South Korea Manufacturing PMI (Sep),Low Volatility Expected,48.3,,51.9
2024/10/02 01:00:00,JPY,Household Confidence (Sep),Low Volatility Expected,36.9,37.1,36.7
2024/10/02 02:30:00,USD,Total Vehicle Sales (Sep),Low Volatility Expected,15.80M,15.60M,15.10M
2024/10/02 03:00:00,EUR,Spanish Unemployment Change (Sep),Moderate Volatility Expected,3.2K,12.1K,21.9K
2024/10/02 03:00:00,BRL,IPC-Fipe Inflation Index (MoM) (Sep),Moderate Volatility Expected,0.18%,,0.18%
2024/10/02 03:30:00,EUR,ECB's De Guindos Speaks,Moderate Volatility Expected,,,
2024/10/02 03:45:00,EUR,French Government Budget Balance (Aug),Low Volatility Expected,-171.9B,,-156.9B
2024/10/02 04:00:00,EUR,Italian Monthly Unemployment Rate (Aug),Low Volatility Expected,6.2%,6.5%,6.4%
2024/10/02 05:00:00,GBP,5-Year Treasury Gilt Auction,Low Volatility Expected,3.880%,,3.811%
